iter	RMSE
141	0.6542306359
142	0.65362407
143	0.6529434653
144	0.6521337832
145	0.6515835938
146	0.6507433312
147	0.6500575326
148	0.6492660544
149	0.6489083875
150	0.6478813683
151	0.6469013205
152	0.6464472382
153	0.6458070522
154	0.6452588751
155	0.6446297372
156	0.644271968
157	0.6435703534
158	0.6430903777
159	0.6426029276
160	0.6421409941
161	0.6416438839
162	0.6407768072
163	0.6402782346
164	0.6396767829
165	0.6393748335
166	0.6391635964
167	0.6384832841
168	0.6381918837
169	0.6377762703
170	0.6372725713
171	0.6369786556
172	0.636465667
173	0.6358529744
174	0.6354889451
175	0.6350713019
176	0.634137606
177	0.6335103857
178	0.6328424081
179	0.6324874026
180	0.63217379
181	0.631755969
182	0.6312721045
183	0.6301080768
184	0.6298073703
185	0.6293188324
186	0.6289046388
187	0.6283535622
188	0.6281721789
189	0.6273859097
190	0.6267472483
191	0.6260514555
192	0.6256634284
193	0.6253723289
194	0.6246266557
195	0.6242582967
196	0.6241012191
197	0.623597851
198	0.6228773824
199	0.6226206889
200	0.6221802165
201	0.6219601505
202	0.6217545731
203	0.6211742272
204	0.6207397321
205	0.6203499753
206	0.6200452089
207	0.6197914712
208	0.6195491791
209	0.6192539916
210	0.6187482659
211	0.6185059494
212	0.6183008811
213	0.6176735855
214	0.6173058989
215	0.6168275888
216	0.6164999073
217	0.6162046761
218	0.6157992099
219	0.6155981415
220	0.615230416
221	0.6147668895
222	0.6143816658
223	0.6136527983
224	0.6133288765
225	0.6130762193
226	0.6122888817
227	0.6115715633
228	0.6113749608
229	0.6111992447
230	0.6108240467
231	0.6104495902
232	0.6102102173
233	0.609606231
234	0.6094282321
235	0.6089182596
236	0.6085083537
237	0.6079549208
238	0.6074723007
239	0.6070446144
240	0.6066179741
241	0.606371751
242	0.6062087683
243	0.6060180134
244	0.6057505642
245	0.6055123551
246	0.6052774231
247	0.6045346147
248	0.6044053515
249	0.6041147041
250	0.6037904444
251	0.6033319834
252	0.6028046151
253	0.6021794623
254	0.6018250674
255	0.6016027993
256	0.6011662838
257	0.6010291107
258	0.6002735889
259	0.6000773578
260	0.5997978647
261	0.5995466836
262	0.5990914439
263	0.5986449043
264	0.5985212703
265	0.5977764405
266	0.5975077092
267	0.5971994514
268	0.5967962982
269	0.5965199295
270	0.5961861769
271	0.5957188825
272	0.595241978
273	0.5951370839
274	0.5946061833
275	0.5944130684
276	0.593844606
277	0.5932147839
278	0.5929648936
279	0.59268726
280	0.5924459142
281	0.5920050305
282	0.5914242233
283	0.5911183758
284	0.5907995195
285	0.5906962856
286	0.5904214008
287	0.5899757898
288	0.5895931683
289	0.5893685399
290	0.5892710251
291	0.5890396989
292	0.5886968448
293	0.5885279476
294	0.5882829453
295	0.5878512299
296	0.5872902709
297	0.5872727927
298	0.5871200509
299	0.5867441353
300	0.5865547355
301	0.5861929479
302	0.5860225981
303	0.5856488032
304	0.5852800642
305	0.5846334537
306	0.5844884872
307	0.5841171125
308	0.5840400035
309	0.5837928908
310	0.5835785502
311	0.5832057788
312	0.5828594928
313	0.5826546665
314	0.5825263585
315	0.5820594425
316	0.5819685721
317	0.5814574836
318	0.5812671093
319	0.5810580958
320	0.5807144111
321	0.5804016
322	0.5802005266
323	0.5798734476
324	0.5796382136
325	0.5793242057
326	0.5789796486
327	0.5785723612
328	0.5782748544
329	0.5781758923
330	0.5780108952
331	0.5778964096
332	0.577333493
333	0.5770941079
334	0.5770124129
335	0.5769131479
336	0.5766063906
337	0.5761194
338	0.5758864846
339	0.5754814418
340	0.5751946558
341	0.5748869406
342	0.5747108951
343	0.5743687714
344	0.5741217689
345	0.573914484
346	0.5736568179
347	0.5734461976
348	0.5733256914
349	0.5730293089
350	0.5727860454
351	0.5721063405
352	0.571752497
353	0.5715374004
354	0.5713399749
355	0.5711035374
356	0.5708747729
357	0.5706838647
358	0.5704846131
359	0.5701937721
360	0.5699252637
361	0.5695206936
362	0.5692541285
363	0.5690549406
364	0.5685420042
365	0.5682889117
366	0.567820208
367	0.5675669271
368	0.5674932501
369	0.5671352175
370	0.5666664692
371	0.566353421
372	0.5662288646
373	0.5659956898
374	0.5656929164
375	0.56534252
376	0.5652319128
377	0.5648802532
378	0.5647695871
379	0.5646014913
380	0.5642292336
381	0.5637811372
382	0.5637121726
383	0.563416874
384	0.5631358814
385	0.5628254008
386	0.5625897763
387	0.5624679965
388	0.5623747143
389	0.5620463468
390	0.5619128444
391	0.5616504967
392	0.5614127088
393	0.5611462624
394	0.5609443693
395	0.5609140888
396	0.5607308081
397	0.5605650688
398	0.5604420261
399	0.5600880439
400	0.5599377139
401	0.5597398504
402	0.5594700466
403	0.5593393035
404	0.5589614616
405	0.5585189028
406	0.5581811309
407	0.5577821881
408	0.5576444738
409	0.5574441886
410	0.5572624787
411	0.5569925774
412	0.5564960866
413	0.5562428227
414	0.5561192596
415	0.5556543371
416	0.5555640201
417	0.5554630228
418	0.5550924979
419	0.5545107822
420	0.5542509228
421	0.5538458177
422	0.5537255638
423	0.5531428293
424	0.5530554296
425	0.5529848607
426	0.5528686177
427	0.5526322174
428	0.5525267587
429	0.5522658497
430	0.5519868484
431	0.5516288421
432	0.5513342753
433	0.5510623768
434	0.5506965455
435	0.5505705292
436	0.5503020199
437	0.5502390838
438	0.5499565844
439	0.5494203462
440	0.5492275443
441	0.5491160067
442	0.54888634
443	0.5486982415
444	0.5485873442
445	0.5483683735
446	0.5480293038
447	0.5480120553
448	0.5477441761
449	0.5476828046
450	0.5474813643
451	0.5474651885
452	0.5472645449
453	0.5471802856
454	0.5471219378
455	0.5470952711
456	0.5469042316
457	0.5461527965
458	0.5458902923
459	0.5454265324
460	0.544963776
461	0.5446793604
462	0.5445657341
463	0.5443842407
464	0.5441735369
465	0.5439818208
466	0.5439022227
467	0.5435996728
468	0.5434503139
469	0.54293314
470	0.5426861279
471	0.5423831359
472	0.5422300478
473	0.5421066906
474	0.5419774484
475	0.5418647303
476	0.5416125756
477	0.5413868674
478	0.5413197359
479	0.5411897714
480	0.5410180068
481	0.5408496035
482	0.5405983049
483	0.5404178609
484	0.5399032877
485	0.539641153
486	0.5393554412
487	0.5391549178
488	0.5388087802
489	0.5386357284
490	0.5385209763
491	0.5384920562
492	0.5381555341
493	0.538033223
494	0.5379765419
495	0.5379199637
496	0.5375467226
497	0.5373147267
498	0.5370541162
499	0.5365873476
500	0.5364260589
501	0.5362080987
502	0.5360609707
503	0.5356339779
504	0.535413128
505	0.5351547012
506	0.5348819441
507	0.5346631205
508	0.5346169072
509	0.5342254141
510	0.5339883723
511	0.5338497089
512	0.5337269205
513	0.5336498464
514	0.5333702401
515	0.5332071589
516	0.5329885732
517	0.5328954144
518	0.5327704514
519	0.5325832797
520	0.5323282812
521	0.5321460917
522	0.5319658859
523	0.5317909104
524	0.5316470697
525	0.5314041662
526	0.5309500489
527	0.5308034734
528	0.5304531498
529	0.5302059019
530	0.5299428466
531	0.5297513026
532	0.5295298303
533	0.5293982576
534	0.5290306397
535	0.5289400594
536	0.5286597661
537	0.5283761098
538	0.5281241903
539	0.5280178123
540	0.5276986057
541	0.5276362313
542	0.5273203148
543	0.5272549283
544	0.5268412637
545	0.5265818457
546	0.5263895069
547	0.526096473
548	0.5258348626
549	0.5256144105
550	0.5252383728
551	0.525120792
552	0.5247293859
553	0.5246110826
554	0.5243531927
555	0.5242871669
556	0.5240016834
557	0.523847293
558	0.5237250559
559	0.5234440079
560	0.5231776206
561	0.522922384
562	0.5228060448
563	0.5225002013
564	0.5222529532
565	0.5217133313
566	0.5215807174
567	0.5215098184
568	0.5213412927
569	0.5212153321
570	0.5209700031
571	0.5209246245
572	0.5206187756
573	0.5204877143
574	0.5202282842
575	0.5198534454
576	0.5197010429
577	0.5195178132
578	0.5194497186
579	0.5192222604
580	0.5191839692
581	0.5189658166
582	0.5186739287
583	0.51837224
584	0.5181723403
585	0.5179230366
586	0.5178274926
587	0.5175677442
588	0.5174974262
589	0.5173704907
590	0.5172971519
591	0.5171466304
592	0.5168745296
593	0.5164945618
594	0.5160197791
595	0.5158459166
596	0.5157507583
597	0.5155083498
598	0.5152024336
599	0.5148685716
600	0.5146868539
601	0.5145181534
602	0.5144027236
603	0.5142405102
604	0.5140157752
605	0.513712449
606	0.5135907709
607	0.5133680493
608	0.5131599591
609	0.5128587345
610	0.5126282246
611	0.5126005947
612	0.5123955557
613	0.5122205675
614	0.5120115304
615	0.5118411152
616	0.5116228014
617	0.5114443224
618	0.5113565531
619	0.51112433
620	0.5110420562
621	0.5107502632
622	0.5105731724
623	0.5103936649
624	0.5102737944
625	0.5101442895
626	0.5100571044
627	0.5099196042
628	0.5096770917
629	0.5095977329
630	0.5094826144
631	0.509267953
632	0.5091968749
633	0.5090843553
634	0.5089770255
635	0.5089180268
636	0.5087329449
637	0.5084466403
638	0.5083363567
639	0.5081459155
640	0.5078904897
641	0.5076201017
642	0.5074839287
643	0.5072724272
644	0.5071706395
645	0.5069125277
646	0.5066400079
647	0.5065475456
648	0.506177771
649	0.5060800784
650	0.505959267
651	0.5058210484
652	0.5056275195
653	0.5053550721
654	0.5052487052
655	0.5051734761
656	0.5049420069
657	0.5049001024
658	0.5047043294
659	0.5043577847
660	0.5042595912
661	0.5041360841
662	0.5040040843
663	0.5037263774
664	0.5036223688
665	0.5035104692
666	0.5033393447
667	0.5032072425
668	0.5031898862
669	0.5030170878
670	0.5029200797
671	0.5026004628
672	0.5025293553
673	0.5024330273
674	0.5021162462
675	0.5020175475
676	0.50183205
677	0.501654993
678	0.5013663885
679	0.5011489752
680	0.5010878202
681	0.5008922973
682	0.5006283641
683	0.5005909042
684	0.5004709274
685	0.5003607603
686	0.499944578
687	0.4998286184
688	0.499710936
689	0.4995461502
690	0.4992285959
691	0.4991196539
692	0.4989880727
693	0.4989457882
694	0.4988402004
695	0.4987297154
696	0.4985427021
697	0.4983250963
698	0.4980630119
699	0.4979359954
700	0.4977526415
701	0.4976540792
702	0.497576205
703	0.4974440564
704	0.4971914123
705	0.4970120048
706	0.4968442139
707	0.49662689
708	0.4964659352
709	0.4964136542
710	0.4962002568
711	0.4961348529
712	0.4959035998
713	0.4957543558
714	0.49565323
715	0.4955273434
716	0.4953138953
717	0.4951150065
718	0.495059313
719	0.4948817525
720	0.4947974946
721	0.494547104
722	0.4943440216
723	0.4942888594
724	0.4942212901
725	0.4940296666
726	0.4938452668
727	0.4935788709
728	0.4934254296
729	0.4931766652
730	0.4930511502
731	0.4930410014
732	0.492906625
733	0.4928644175
734	0.4928306791
735	0.4926235367
736	0.4925516962
737	0.4924431977
738	0.4923604818
739	0.4922077294
740	0.4919144119
741	0.4918297211
742	0.4916212478
743	0.4913629603
744	0.4912900875
745	0.4911887683
746	0.4910884273
747	0.4909082761
748	0.4907179554
749	0.4906557581
750	0.4905535026
751	0.4902066322
752	0.4899767403
753	0.4898232941
754	0.4897533421
755	0.4896644233
756	0.4894804376
757	0.4893820613
758	0.4891626581
759	0.488991032
760	0.4888067116
761	0.4886410226
762	0.4885074215
763	0.4881878286
764	0.4881303349
765	0.4880323157
766	0.4879680927
767	0.4879212764
768	0.4878679895
769	0.487750352
770	0.4875000173
771	0.4872934083
772	0.4870218954
773	0.4868571862
774	0.4866381982
775	0.4865779746
776	0.4864742909
777	0.4863109607
778	0.4861874927
779	0.4859593806
780	0.4858811873
781	0.4857255887
782	0.4856567981
783	0.4855429433
784	0.4854540028
785	0.4853644808
786	0.4852385582
787	0.4851354789
788	0.4850816329
789	0.4849213299
790	0.4847836145
791	0.4847299939
792	0.484577662
793	0.4843229443
794	0.4841819788
795	0.4840875716
796	0.4839249236
797	0.4837259393
798	0.4836529996
799	0.4834371018
800	0.4832288277
801	0.4831337194
802	0.4830326529
803	0.4829493072
804	0.482811595
805	0.4825667745
806	0.4824686069
807	0.4823765432
808	0.4823010951
809	0.4822549096
810	0.4821720767
811	0.4820070803
812	0.4818052361
813	0.4817479359
814	0.4816689923
815	0.481423063
816	0.4812395168
817	0.4808941386
818	0.4807429349
819	0.4806298115
820	0.4806180515
821	0.4804243987
822	0.4803696803
823	0.4801980571
824	0.4800462455
825	0.4800376408
826	0.4799951828
827	0.4798242678
828	0.4796928129
829	0.4796038269
830	0.4795058702
831	0.4794387352
832	0.4793847733
833	0.4792611872
834	0.4789999074
835	0.4788598487
836	0.4786932871
837	0.4785744145
838	0.4783633278
839	0.4782211304
840	0.4781048584
841	0.4780879206
842	0.4780178293
843	0.4777872943
844	0.4775300111
845	0.4774280186
846	0.4772499582
847	0.4770282788
848	0.4769626674
849	0.4767333746
850	0.4764972795
851	0.4763113138
852	0.4762166154
853	0.476155051
854	0.4760398105
855	0.4759206842
856	0.4757741797
857	0.4756276025
858	0.4753972801
859	0.4753218899
860	0.475150269
861	0.4750235461
862	0.474848182
863	0.4745873264
864	0.4743484454
865	0.4741884341
866	0.4740754514
867	0.4738531315
868	0.4737637225
869	0.4736395341
870	0.4735518568
871	0.4734011521
872	0.4732583861
873	0.4731751387
874	0.4730289818
875	0.4729815931
876	0.4729014593
877	0.4727994011
878	0.4725828202
879	0.4724597329
880	0.4723707958
881	0.4722807811
882	0.4722517411
883	0.4721265669
884	0.4720156574
885	0.471936023
886	0.4717438127
887	0.4717316134
888	0.4715959675
889	0.4714346982
890	0.4712828199
891	0.4712021588
892	0.4711001904
893	0.4709639016
894	0.470837956
895	0.4707634083
896	0.4706543979
897	0.4705808103
898	0.4703976967
899	0.4702183577
900	0.4700978454
901	0.4697678257
902	0.4696687991
903	0.4693914893
904	0.4692066789
905	0.4691188588
906	0.4690969385
907	0.4689668624
908	0.4689249691
909	0.4687022644
910	0.4685421739
911	0.4684546568
912	0.4683503433
913	0.4682152106
914	0.4681322053
915	0.4680070422
916	0.4679674392
917	0.4678197979
918	0.4677403414
919	0.4676610363
920	0.4675756161
921	0.4673272578
922	0.4672694927
923	0.4671955147
924	0.4670951529
925	0.4669495858
926	0.4667820016
927	0.4667223613
928	0.4665781333
929	0.4664827152
930	0.4663893349
931	0.4662688962
932	0.4661651088
933	0.4659995656
934	0.4658645038
935	0.4658146939
936	0.4657805335
937	0.4657405106
938	0.4655901182
939	0.4655033451
940	0.4653189293
941	0.4652098595
942	0.465083352
943	0.4648669156
944	0.4647319913
945	0.4645892922
946	0.4644106204
947	0.4642968837
948	0.4640669672
949	0.4639793764
950	0.4639555685
951	0.463923501
952	0.463808546
953	0.4637423765
954	0.4635897348
955	0.4634285851
956	0.4633753683
957	0.4631606452
958	0.4629602491
959	0.4627708645
960	0.4626592208
961	0.4625587972
962	0.4624064363
963	0.4623528564
964	0.4622938486
965	0.4622448694
966	0.4621989728
967	0.4620620336
968	0.4619275716
969	0.46180785
970	0.4617033674
971	0.4616283127
972	0.4615617392
973	0.4614701841
974	0.4613256065
975	0.4612906875
976	0.4612342758
977	0.4609926194
978	0.4608230971
979	0.4606818615
980	0.4605226492
981	0.4604790526
982	0.4602639184
983	0.4600841128
984	0.4599387894
985	0.4597797992
986	0.4597391875
987	0.4596696205
988	0.4595169899
989	0.4593911569
990	0.4593284592
991	0.459242408
992	0.4591913068
993	0.4590144501
994	0.4589901129
995	0.4588788256
996	0.4587076136
997	0.4585142074
998	0.4583659645
999	0.4582460585
