iter	RMSE
868	4112.420258
869	4111.694107
870	4110.533635
871	4108.585382
872	4106.069393
873	4104.68908
874	4102.840605
875	4101.817322
876	4100.916072
877	4099.958201
878	4098.978276
879	4096.662701
880	4095.24125
881	4094.905906
882	4093.291987
883	4091.907357
884	4090.902856
885	4090.231877
886	4088.275952
887	4087.077495
888	4086.605961
889	4085.485614
890	4084.296893
891	4083.34196
892	4082.57369
893	4081.456229
894	4080.73435
895	4079.678438
896	4078.847905
897	4077.604536
898	4076.728377
899	4075.022657
900	4073.830607
901	4072.858379
902	4071.345843
903	4070.184508
904	4069.651972
905	4068.765305
906	4067.554089
907	4066.052678
908	4065.537728
909	4064.774839
910	4064.191702
911	4063.872947
912	4062.236508
913	4061.780769
914	4060.559173
915	4059.514696
916	4059.079709
917	4057.105463
918	4055.695082
919	4053.953323
920	4053.062407
921	4052.417127
922	4051.45236
923	4050.659086
924	4049.493086
925	4047.773851
926	4046.980317
927	4045.987523
928	4043.607977
929	4042.644205
930	4041.303175
931	4040.031363
932	4037.722525
933	4036.132881
934	4034.540623
935	4034.090175
936	4033.013172
937	4032.05813
938	4030.60499
939	4030.246666
940	4029.078632
941	4028.419877
942	4027.415534
943	4026.872447
944	4025.110147
945	4023.762392
946	4022.469319
947	4021.072464
948	4019.34142
949	4017.884607
950	4015.48644
951	4014.273578
952	4013.377256
953	4011.959122
954	4011.46067
955	4010.817603
956	4009.599812
957	4008.180202
958	4006.436834
959	4006.03364
960	4004.879028
961	4003.105825
962	4002.667542
963	4001.832188
964	4000.289726
965	3999.769027
966	3998.635056
967	3997.43533
968	3996.384189
969	3995.301506
970	3993.925355
971	3993.305135
972	3991.680836
973	3990.906194
974	3989.399466
975	3987.54097
976	3986.291699
977	3985.447859
978	3985.024859
979	3983.500065
980	3982.041294
981	3980.319669
982	3979.054867
983	3977.636862
984	3976.841737
985	3975.701493
986	3974.540314
987	3974.080747
988	3972.960214
989	3971.777803
990	3971.478019
991	3970.289488
992	3968.89536
993	3967.519023
994	3966.747815
995	3965.752235
996	3964.631245
997	3963.827648
998	3962.94521
999	3961.18098
