iter	Passed	Remaining
1073	1172916	43684
1074	1173055	42557
1075	1173201	41432
1076	1173344	40309
1077	1173497	39189
1078	1173619	38069
1079	1173761	36951
1080	1173880	35835
1081	1173996	34720
1082	1174129	33608
1083	1174248	32497
1084	1174359	31388
1085	1174504	30281
1086	1174849	29182
1087	1175004	28079
1088	1175183	26978
1089	1175288	25877
1090	1175385	24778
1091	1175502	23682
1092	1175639	22587
1093	1175819	21495
1094	1176244	20409
1095	1177755	19342
1096	1178390	18261
1097	1179470	17187
1098	1180813	16116
1099	1181942	15042
1100	1182379	13960
1101	1182805	12879
1102	1183359	11801
1103	1183708	10722
1104	1184142	9644
1105	1184442	8567
1106	1184899	7492
1107	1185359	6418
1108	1185784	5346
1109	1186096	4274
1110	1186402	3203
1111	1186712	2134
1112	1187241	1066
1113	1187662	0
